,fluxes
CITALALDOR,0.0
CITALDM,0.0
CITALMO,0.0
CITALOR,0.0
DDMCITALOR,0.0
DMCITALDM,0.0
DMCITALOR,0.0
LIDOAMH,0.0
LIDODM,0.0
LIDOMO,0.0
MEGLYXYLAMH,0.0
CYTP450R,0.0
56DH5FLURAAMH,0.0
5FLURAOR,0.0
5FLURAPRT,0.0
6MPURPRT,0.0
6TINS5MPOR,0.0
6TXAN5MPAML,0.0
AFLBURPPAAMH,0.0
TEGAMO,0.0
TGUAPRT,0.0
EX_h_e,0.0
EX_h2o_e,0.0
EX_pi_e,0.0
EX_nh4_e,-1.0
EX_no3_e,0.0
EX_so4_e,-0.004462040943078233
EX_fe2_e,0.0
EX_fe3_e,0.0
EX_mg2_e,-0.003959054207373672
EX_na1_e,-0.004462040943078233
EX_photonVis_e,-71.91671297412795
EX_o2_e,0.0
EX_co2_e,0.0
EX_hco3_e,0.0
EX_ac_e,0.0
EX_rib_D_e,0.0
EX_no2_e,0.0
EX_his_L_e,0.0
EX_urea_e,0.0
EX_ad_e,0.0
EX_gua_e,0.0
EX_ade_e,0.0
EX_alltt_e,0.0
EX_alltn_e,0.0
EX_hxan_e,0.0
EX_orn_e,0.0
EX_gln_L_e,0.0
EX_urate_e,0.0
EX_leu_L_e,0.0
EX_arg_L_e,0.0
EX_so3_e,0.0
EX_s_e,0.0
EX_selt_e,0.0
EX_etoh_e,0.0
EX_for_e,0.3700130839901075
EX_h2_e,0.0
EX_glyclt_e,0.0
EX_succ_e,0.0
EX_lac_D_e,0.0
EX_6mpur_e,0.0
EX_tgua_e,0.0
EX_tega_e,0.0
EX_5flura_e,0.0
EX_cital_e,0.0
EX_lido_e,0.0
EX_ascb_e,0.0
EX_xan_e,0.0
EX_ura_e,0.0
EX_meoh_e,2.9733201336517546e-07
EX_ncam_e,0.0
EX_nmn_e,0.0
EX_thm_e,0.0
EX_pheme_e,0.0
EX_biliverd_e,0.0
EX_co_e,21.995826465048932
3HAD100,0.054449672602291055
3HAD120,0.05444967260229107
3HAD140,0.05444967260229107
3HAD160,0.054449672602291055
3HAD40,0.05444967260229106
3HAD60,0.05444967260229105
3HAD80,0.05444967260229105
3OAR100,0.054449672602291055
3OAR120,0.05444967260229106
3OAR140,0.05444967260229106
3OAR160,0.054449672602291055
3OAR40,0.05444967260229106
3OAR60,0.054449672602291055
3OAR80,0.054449672602291055
ACCOAC,0.4029314328818521
MCOATA,0.4029314328818522
ACCOACm,8.919960400955264e-07
MCOATAm,5.946640267303508e-07
3HAD180,0.013228928860804687
3HAD181,0.008554795805010066
3OAR180,0.013228928860804687
3OAR181,0.008554795805010066
3OAS100,0.05444967260229106
3OAS120,0.05444967260229107
3OAS140,0.05444967260229107
3OAS160,0.05444967260229106
3OAS180,0.013228928860804684
3OAS181,0.008554795805010066
3OAS60,0.05444967260229106
3OAS80,0.054449672602291055
ACOATA,0.05444967260229106
ACP1619ZD9DS,0.008673905985806685
ACP1819ZD9DS,0.010353678153688614
BTNC,0.4029314328818522
EAR100x,0.054449672602291055
EAR100y,0.0
EAR120x,0.054449672602291076
EAR120y,0.0
EAR140x,0.054449672602291076
EAR140y,0.0
EAR160x,0.054449672602291055
EAR160y,0.0
EAR180x,0.013228928860804687
EAR181x,0.008554795805010066
EAR181y,0.0
EAR40x,0.0
EAR40y,0.054449672602291055
EAR60x,0.054449672602291055
EAR60y,0.0
EAR80x,0.054449672602291055
EAR80y,0.0
FA100ACPHi,0.0
FA120ACPHi,0.0
FA140ACPHi,0.0
FA160ACPHi,0.021003680260223163
FA161ACPHi,0.0
FA180ACPHi,0.002875250707116072
FA1819ZACPH,0.0
FA181ACPHi,0.007973291291054257
FA80ACPHi,0.0
KAS14,0.05444967260229106
BTNCm,8.919960400955262e-07
ECOAH2m,0.0
ECOAH3m,0.0
ECOAH4m,0.0
ECOAH5m,0.0
ECOAH6m,0.0
ECOAH7m,0.0
HACD2m,0.0
HACD3m,0.0
HACD4m,0.0
HACD5m,0.0
HACD6m,0.0
HACD7m,0.0
ACACT2m,0.0
ACACT3m,0.0
ACACT4m,0.0
ACACT5m,0.0
ACACT6m,0.0
ACACT7m,0.0
ACOAR2m,0.0
ACOAR3m,0.0
ACOAR4m,0.0
ACOAR5m,0.0
ACOAR6m,0.0
ACOAR7m,0.0
ACACT1,0.0
ACACT2,0.0
ACACT3,0.0
ACACT4,0.0
ACACT5,0.0
ACACT6,0.0
ACACT7,0.0
CYTP450Rh,0.0
ECOAH1,0.0
ECOAH2,0.0
ECOAH3,0.0
ECOAH4,0.0
ECOAH5,0.0
ECOAH6,0.0
ECOAH7,0.0
HACD1,0.0
HACD2,0.0
HACD3,0.0
HACD4,0.0
HACD5,0.0
HACD6,0.0
HACD7,0.0
AACP1819ZS,0.0
AACPS1,0.0
AACPS3,0.0
AACPS4,0.0
AACPS5,0.0
AACPS6,0.0
ACOA100OR,0.0
ACOA120OR,0.0
ACOA140OR,0.0
ACOA160OR,0.0
ACOA40OR,0.0
ACOA60OR,0.0
ACOA80OR,0.0
CACOAL,0.0020269492741051983
FACOAL160,0.02100368026022316
FAH120,0.0
FAH140,0.0
FAH160,0.0
FAH1819Z,0.0
FAH1829Z12Z,0.0
LNLCCOAL,0.0
LNLNCACOAL,0.0
LNLNCGCOAL,0.0
PACOAL,0.002022595817170922
DHNPAr,0.0
10FTHFGLULL,0.0
10FTHFGLULLm,0.0
ADCL,0.0
ADCS,0.0
AKP1,0.0
DHFOR,0.0
DHFS,0.0
DHPS,0.0
DNMPPA,0.0
DNTPPA,0.0
FOLD3,0.0
GTPCI,0.0
HPPK,0.0
THFGLUH,0.0
THFGLUS,0.0
THFOR1,0.0
THFOR2,0.0
THFGLUSm,0.0
AGAKI,0.00489453
FPGPL,0.0
MAKI,-0.004894529999999999
MPAKI,-0.08005612062854371
MPPM,0.08005612062854371
SBTRh,0.0
AF1PT,0.0
AM6PT,0.0
AM6PTh,0.0
BFBP,0.0
BFBPh,0.0
F2PP,0.0
FBPPH,0.0
GAMPG,0.08005612062854371
PFK26,0.0
UG4E,0.010871324640076532
AGMIS,0.0
EMGH,0.0
GALK,0.0
GALKh,0.0
GALO,0.0
GGGH,0.0
GRGT,0.0
IAGT,0.0
LCGH,0.0
MGHA,0.0
MGHB,0.0
MLGH,0.0
MTGH,0.0
OAGMIG,0.0
RFH,0.0
RGH,0.0
SFH,0.0
SGHA,0.0
SGHB,0.0
SYGH,0.0
GLCURK,0.038961005402884226
ABAT,0.0
ARGD,0.0
ARGDh,0.0
GAL,16.31071957661661
GAM,0.0
GDR,0.0
GDR_nadp,0.004462040943078233
GDR_nadp_h,0.0219531363577054
GDR_nadp_m,0.0
GDRh,0.0
GDRm,0.0
GLNTL,0.03816922965316182
GLUS_ferr,0.02251961936859766
GLUTL,0.038169229653161815
PRDPARh,0.0
GLNTAH,0.0
GLUTAH,0.0
GDHm,15.601288305715498
GCL,0.001181601137762376
GTHS,0.001181601137762376
GALh,0.029499708105473275
GALm,0.08422795228324301
GLUS,16.215703072868468
GDH,0.0
GDH_nadp,0.0
GTHAMPOR,-0.004462040943078233
GTHAMPORh,0.0
GTHAMPORm,0.0
GTHPDSOR,-0.0219531363577054
GTHP,0.0
OPAH,0.0
GGGAP,0.001172829843369107
CGDP,0.0011728298433680965
ALCD19,0.001796408976493912
ALCD19y,0.0
GLYALDOR,0.0017964089764939122
ACOADAGAT16018111Z160,0.00019752155525332537
ACOADAGAT16018111Z180,0.00019108968236486586
ACOADAGAT16018111Z18111Z,0.00019153883950931669
ACOADAGAT16018111Z1819Z,0.0001915388395093167
ACOADAGAT16018111Z1835Z9Z12Z,0.0001924412683383825
ACOADAGAT16018111Z1845Z9Z12Z15Z,0.00019289454887902886
ACOADAGAT1601819Z160,0.00019752155525333423
ACOADAGAT1601819Z180,0.00019108968236486586
ACOADAGAT1601819Z18111Z,0.00019153883950932541
ACOADAGAT1601819Z1819Z,0.00019153883950932541
ACOADAGAT1601819Z1835Z9Z12Z,0.0001924412683383825
ACOADAGAT1601819Z1845Z9Z12Z15Z,0.00019289454887902886
ACOADAGAT1801819Z160,0.00019108968236486763
ACOADAGAT1801819Z180,0.00018506348041049525
ACOADAGAT1801819Z18111Z,0.00018548472379644729
ACOADAGAT1801819Z1819Z,0.00018548472379644729
ACOADAGAT1801819Z1835Z9Z12Z,0.00018633088066234165
ACOADAGAT1801819Z1845Z9Z12Z15Z,0.00018675580132280304
ACOADAGAT18111Z18111Z160,0.00019153883950932541
ACOADAGAT18111Z18111Z180,0.00018548472379644729
ACOADAGAT18111Z18111Z18111Z,0.0001859078892343961
ACOADAGAT18111Z18111Z1819Z,0.0001859078892343961
ACOADAGAT18111Z18111Z1835Z9Z12Z,0.00018675792020094576
ACOADAGAT18111Z18111Z1845Z9Z12Z15Z,0.00018718479301998975
ACOADAGAT18111Z1819Z160,0.00019153883950932541
ACOADAGAT18111Z1819Z180,0.00018548472379644729
ACOADAGAT18111Z1819Z18111Z,0.0001859078892343961
ACOADAGAT18111Z1819Z1819Z,0.0001859078892343961
ACOADAGAT18111Z1819Z1835Z9Z12Z,0.00018675792020095416
ACOADAGAT18111Z1819Z1845Z9Z12Z15Z,0.00018718479301998975
ACOADAGAT1819Z18111Z160,0.00019153883950932541
ACOADAGAT1819Z18111Z180,0.00018548472379644729
ACOADAGAT1819Z18111Z18111Z,0.0001859078892343961
ACOADAGAT1819Z18111Z1819Z,0.0001859078892343961
ACOADAGAT1819Z18111Z1835Z9Z12Z,0.00018675792020094576
ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,0.00018718479301998975
ACOADAGAT1819Z1819Z160,0.00019153883950932541
ACOADAGAT1819Z1819Z180,0.00018548472379644729
ACOADAGAT1819Z1819Z18111Z,0.0001859078892343961
ACOADAGAT1819Z1819Z1819Z,0.0001859078892343961
ACOADAGAT1819Z1819Z1835Z9Z12Z,0.00018675792020095416
ACOADAGAT1819Z1819Z1845Z9Z12Z15Z,0.00018718479301998975
ACPT16018111Z,1.1440740199244507e-05
ACPT1601819Z,0.001067864513105938
ACPT18111Z18111Z,1.10510280088829e-05
ACPT18111Z1819Z,0.00014106008929655898
ACPT1819Z18111Z,7.212447945703174e-05
ACPT1819Z1819Z,0.0007352009577879011
AGPAT1601819Zh,0.0
AGPAT160h,0.0003635425043043501
AGPAT1801819Zh,0.0
AGPAT18111Z160h,0.0005815045139558123
AGPAT18111Z1819Zh,0.0
AGPAT1819Z160h,0.010234567972891994
AGPAT1819Z1619Zh,0.00011911018079661931
AGPAT1819Z18111Zh,0.0
AGPAT1819Z1819Zh,0.0
AGPATCOA16018111Z,0.0011684654740534983
AGPATCOA1601819Z,0.002224889246960209
AGPATCOA1801819Z,0.0015660689667900552
AGPATCOA18111Z160,0.0002853561032959395
AGPATCOA18111Z18111Z,0.0011338330830043917
AGPATCOA18111Z1819Z,0.0017447030534908042
AGPATCOA1819Z160,3.841332159753023e-05
AGPATCOA1819Z18111Z,0.0011949065344525405
AGPATCOA1819Z1819Z,0.0019017738945411261
ASQDCADS1829Z12Z160,0.0003533274250508401
ASQDCADS1839Z12Z15Z160,0.00017682961245350288
ASQDPADS1829Z12Z160,0.0003526683410507868
ASQDPADS1839Z12Z15Z160,0.00017649945210401776
DAGAH16018111Z,-8.667733522428907e-18
DAGAH1601819Z,8.667733522428907e-18
DAGAH1801819Z,0.0
DAGAH18111Z18111Z,0.0
DAGAH18111Z1819Z,0.0
DAGAH1819Z18111Z,0.0
DAGAH1819Z1819Z,0.0
DAGK16018111Z,0.0
DAGK1601819Z,0.0
DAGK1601819Zh,0.0
DAGK160h,0.0
DAGK1801819Z,0.0
DAGK1801819Zh,0.0
DAGK181,0.0
DAGK18111Z160h,0.0
DAGK18111Z1819Z,0.0
DAGK18111Z1819Zh,0.0
DAGK1819Z160h,0.0
DAGK1819Z1619Zh,0.0
DAGK1819Z18111Z,0.0
DAGK1819Z18111Zh,0.0
DAGK1819Z1819Z,0.0
DAGK1819Z1819Zh,0.0
DGDGD4DS1819Z1634Z7Z10Z,2.9839746230612158e-05
DGDGD4DS1829Z12Z1634Z7Z10Z,0.0006318266222562886
DGDGD4DS1839Z12Z15Z1634Z7Z10Z,0.0
DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,0.0
DGDGD7DS1819Z1617Z,0.0002637593536951092
DGDGD7DS1829Z12Z1617Z,0.0014678133775592368
DGDGGH1819Z160,0.0
DGDGGH1819Z1617Z,0.0
DGDGGH1819Z1619Z,0.0
DGDGGH1819Z1627Z10Z,0.0
DGDGGH1819Z1637Z10Z13Z,0.0
DGDGGH1829Z12Z160,0.0
DGDGGH1829Z12Z1617Z,0.0
DGDGGH1829Z12Z1619Z,0.0
DGDGGH1829Z12Z1627Z10Z,0.0
DGDGGH1829Z12Z1634Z7Z10Z,0.0
DGDGGH1829Z12Z1637Z10Z13Z,6.009438926130835e-05
DGDGGH1839Z12Z15Z160,0.0
DGDGGH1839Z12Z15Z1627Z10Z,0.0
DGDGGH1839Z12Z15Z1634Z7Z10Z,0.0004820551305968889
DGDGGH1839Z12Z15Z1637Z10Z13Z,0.0004820551305968889
DGDGGH1839Z12Z15Z1644Z7Z10Z13Z,0.0
DGDGS1819Z160,0.0028409069713563767
DGDGS1819Z1619Z,8.922378370448734e-05
DGDGW3DS1819Z1637Z10Z13Z,0.00012980823064851046
DGDGW3DS1829Z12Z1637Z10Z13Z,0.0
DGDGW3DS1839Z12Z15Z160,0.00035728661883135997
DGDGW3DS1839Z12Z15Z1627Z10Z,0.0007117532713340588
DGDGW3DS1839Z12Z15Z1634Z7Z10Z,0.0005919525270996987
DGDGW3DS1839Z12Z15Z1637Z10Z13Z1,0.0
DGDGW3DS1839Z12Z15Z1637Z10Z13Z2,0.0006320042057828299
DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z,4.005167868313127e-05
DGDGW6DS1819Z1627Z10Z,0.0002191963973445378
DGDGW6DS1829Z12Z160,0.00232023855752954
DGDGW6DS1829Z12Z1617Z,0.0
DGDGW6DS1829Z12Z1619Z,4.4660827353919996e-05
DGDGW6DS1829Z12Z1627Z10Z1,0.0
DGDGW6DS1829Z12Z1627Z10Z2,0.001423152550205317
DGDGW6DS1829Z12Z1634Z7Z10Z,0.0
DGDGW6DS1829Z12Z1637Z10Z13Z,9.996848441789697e-05
DGTSD5DS1601835Z9Z12Z,0.0008912272678381386
DGTSD5DS18111Z1835Z9Z12Z,0.00010009259521036388
DGTSD5DS1819Z1835Z9Z12Z,0.0005731688668834302
DGTSD5DS1829Z12Z1835Z9Z12Z,0.0
DGTSDS1601829Z12Z,0.0010564237729066932
DGTSDS1601845Z9Z12Z15Z,0.00031144851890921196
DGTSDS18111Z1829Z12Z,0.00013000906128767605
DGTSDS18111Z1845Z9Z12Z15Z,4.010066061806129e-05
DGTSDS1819Z1829Z12Z,0.0006030853329607436
DGTSDS1819Z1845Z9Z12Z15Z,0.00011174179372351465
DGTSDS1829Z12Z18111Z,6.107345144814834e-05
DGTSDS1829Z12Z1819Z,0.00012106459681827399
DGTSDS1829Z12Z1829Z12Z1,5.99911453701279e-05
DGTSDS1829Z12Z1829Z12Z2,0.0
DGTSDS1829Z12Z1835Z9Z12Z,0.0004014351385676102
DGTSDS1829Z12Z1845Z9Z12Z15Z1,7.164113310545335e-05
DGTSDS1829Z12Z1845Z9Z12Z15Z2,0.0
DGTSDS1839Z12Z15Z18111Z,4.99932788269211e-05
DGTSDS1839Z12Z15Z1819Z,4.999327882691885e-05
DGTSDS1839Z12Z15Z1835Z9Z12Z,0.000160831174859231
DGTSDS1839Z12Z15Z1845Z9Z12Z15Z1,6.047244923238202e-05
DGTSDS1839Z12Z15Z1845Z9Z12Z15Z2,0.0
FACOAL180,0.002875250707116071
FACOAL181,0.0
FACOAL18111Z,0.00797329129105424
G3PAT160,0.003393354721013707
G3PAT160h,0.00036354250430435
G3PAT180,0.0015660689667900552
G3PAT180h,0.0
G3PAT181,0.003163892239791135
G3PAT1819Z,0.003135093750591199
G3PAT1819Zh,0.010353678153688614
G3PAT181h,0.0005815045139558123
GLYK,0.0
MAGAH160,0.0
MAGAH180,0.0
MAGAH18111Z,0.0
MAGAH1819Z,0.0
MGDGD4DS1819Z1644Z7Z10Z13Z,0.004711474353925857
MGDGD4DS1829Z12Z1634Z7Z10Z,6.009438926130835e-05
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,0.0
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,0.0
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,0.0
MGDGD7DS1819Z1617Z,0.004711474353925857
MGDGD7DS1829Z12Z1617Z,0.00021000953723722973
MGDGS1819Z160,0.007822083704219048
MGDGS1819Z1619Z,0.00011911018079661928
MGDGW3DS1819Z1637Z10Z13Z,0.004711474353925857
MGDGW3DS1829Z12Z1637Z10Z13Z,0.0
MGDGW3DS1829Z12Z1644Z7Z10Z13Z,0.0
MGDGW3DS1839Z12Z15Z160,2.9886397092127926e-05
MGDGW3DS1839Z12Z15Z1627Z10Z,6.00951915681794e-05
MGDGW3DS1839Z12Z15Z1634Z7Z10Z,0.0
MGDGW3DS1839Z12Z15Z1637Z10Z13Z1,0.0
MGDGW3DS1839Z12Z15Z1637Z10Z13Z2,0.0
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z1,0.004229419223328968
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z2,0.0
MGDGW6DS1819Z1627Z10Z,0.004711474353925857
MGDGW6DS1829Z12Z160,0.0002697023789368149
MGDGW6DS1829Z12Z1617Z,0.0
MGDGW6DS1829Z12Z1619Z,2.988639709212793e-05
MGDGW6DS1829Z12Z1627Z10Z1,0.0
MGDGW6DS1829Z12Z1627Z10Z2,0.0001801231401451005
MGDGW6DS1829Z12Z1637Z10Z13Z,0.0
MGDGW6DS1829Z12Z1644Z7Z10Z13Z,0.004711474353925858
PAPA16018111Z,0.0011684654740534979
PAPA1601819Z,0.0022248892469602087
PAPA1601819Zh,0.0
PAPA160h,0.00036354250430434997
PAPA1801819Z,0.0015660689667900797
PAPA1801819Zh,0.0
PAPA181,0.0011338330830043914
PAPA18111Z160h,0.000423847673132701
PAPA18111Z1819Z,0.0017447030534907823
PAPA18111Z1819Zh,0.0
PAPA1819Z160h,0.00917545600821802
PAPA1819Z1619Zh,0.00011911018079661928
PAPA1819Z18111Z,0.0011949065344525405
PAPA1819Z18111Zh,0.0
PAPA1819Z1819Z,0.0019017738945411255
PAPA1819Z1819Zh,0.0
PED5DS1801835Z9Z12Z,0.0004458596744366529
PED5DS18111Z1835Z9Z12Z,0.004530406000474877
PED5DS1819Z1835Z9Z12Z,4.3790881757716165e-05
PEDS1801829Z12Z,0.00044585967443665485
PEDS1801845Z9Z12Z15Z,9.713193078020035e-05
PEDS18111Z1829Z12Z,0.004530406000474877
PEDS18111Z1845Z9Z12Z15Z,0.002045855905258256
PEDS1819Z1829Z12Z,4.379088175771548e-05
PEDS1819Z1845Z9Z12Z15Z,5.72928216759323e-07
PEDS1829Z12Z1835Z9Z12Z,2.9219339054724142e-05
PLDAGAT16018111Z1601,0.0
PLDAGAT16018111Z1602,0.0
PLDAGAT16018111Z18111Z1,0.0
PLDAGAT16018111Z18111Z2,0.0
PLDAGAT16018111Z18111Z3,0.0
PLDAGAT16018111Z1819Z1,0.0
PLDAGAT16018111Z1819Z2,0.0
PLDAGAT16018111Z1819Z3,0.0
PLDAGAT16018111Z1819Z4,0.0
PLDAGAT1601819Z1601,0.0
PLDAGAT1601819Z1602,0.0
PLDAGAT1601819Z18111Z1,0.0
PLDAGAT1601819Z18111Z2,0.0
PLDAGAT1601819Z18111Z3,0.0
PLDAGAT1601819Z1819Z1,0.0
PLDAGAT1601819Z1819Z2,0.0
PLDAGAT1601819Z1819Z3,0.0
PLDAGAT1601819Z1819Z4,0.0
